source,spectral_type_string,spectral_type_code,2MASS.H,2MASS.J,2MASS.Ks,WISE.W1,WISE.W2
WISE J163236.47+032927.3,T5,85.0,16.434,16.745,,15.871,14.474
WISE J163645.56-074325.1,T4.5,84.5,,,,16.07,14.763
WISE J163940.83-684738.6,Y0 pec,90.0,,,,17.632,13.633
WISE J163940.83-684738.6,Y0:,90.0,,,,17.632,13.633
WISE J165842.56+510335.0,L6 pec,76.0,14.175,15.062,13.655,13.159,12.827
WISE J170745.85-174452.5,T5,85.0,16.58,16.297,,15.928,13.601
WISE J170745.85-174452.5,T5:,85.0,16.58,16.297,,15.928,13.601
WISE J171104.60+350036.8,T8,88.0,,,,17.616,14.695
WISE J172134.46+111739.4,T6,86.0,,16.46,,15.849,14.376
WISE J172844.93+571642.7,T6,86.0,,,,17.522,14.999
WISE J173035.99+420742.5,T0,80.0,,,,15.071,14.588
WISE J173332.50+314458.3,L2 pec (red),72.0,14.89,15.866,14.301,13.571,13.27
WISE J173421.02+502349.9,T4,84.0,15.845,16.337,15.82,15.381,14.298
WISE J173551.72-820900.1,T6,86.0,,,,15.661,13.783
WISE J173623.03+605920.2,T8,88.0,,,,17.954,15.377
WISE J173835.53+273259.0,Y0,90.0,,,,18.143,14.519
WISE J174102.78-464225.5,L7::,77.0,14.534,15.786,13.438,12.362,11.802
WISE J174113.12+132711.9,T5,85.0,,,,16.727,14.663
WISE J174303.71+421150.0,T4.5,84.5,15.567,15.835,15.425,15.374,13.925
WISE J174556.65+645933.8,T7,87.0,,,,18.032,16.24
WISE J174640.78-033818.0,T6,86.0,,,,17.022,14.601
WISE J175510.28+180320.2,T2.5,82.5,15.217,16.016,14.68,14.531,13.736
WISE J175929.37+544204.7,T7,87.0,,,,17.718,15.323
WISE J180901.07+383805.4,T7.5,87.5,,,,17.555,14.972
WISE J181243.14+200746.4,T9,89.0,,,,18.166,15.059
WISE J181329.40+283533.3,T8,88.0,,,,16.832,14.258
WISE J184041.77+293229.2,T6,86.0,,,,17.461,15.158
WISE J185101.83+593508.6,L9,79.0,13.966,14.939,13.46,12.67,12.19
WISE J185215.76+353716.7,T7,87.0,,16.501,,16.186,14.202
WISE J190624.74+450807.1,T6,86.0,16.129,16.32,16.83,15.9,13.835
WISE J190903.16-520433.5,T5.5,85.5,,,,17.331,15.325
WISE J191359.78+644456.6,T5:,85.0,,,,16.93,15.023
WISE J191915.54+304558.4,L9,79.0,14.598,15.569,13.945,13.42,12.97
WISE J192841.35+235604.9,T6,86.0,,,,13.75,12.064
WISE J195113.62-331116.7,L1 pec?,71.0,15.019,15.708,14.506,14.035,13.786
WISE J195436.15+691541.3,T5.5,85.5,,,,16.947,14.885
WISE J195500.42-254013.9,T8,88.0,,,,17.897,15.08
WISE J200050.19+362950.1,T8,88.0,,,,15.074,12.683
WISE J200403.17-263751.7,L0,70.0,14.637,15.185,14.088,14.0,13.687
WISE J200520.38+542433.9,T8,88.0,,,,17.693,14.872
WISE J200804.71-083428.5,T5.5,85.5,,,,15.947,14.18
WISE J201404.13+042408.5,T6.5 pec,86.5,,,,16.662,14.825
WISE J201748.72-342102.5,T7.7,87.7,,,,18.191,14.962
WISE J201920.76-114807.5,T8:,88.0,,,,16.907,14.329
WISE J203042.79+074934.7,T1.5,81.5,13.44,14.227,13.319,13.017,12.203
WISE J204356.42+622048.9,T1.5,81.5,,,,13.919,13.091
WISE J210200.15-442919.5,T9,89.0,,,,16.703,14.16
WISE J212100.87-623921.6,T2,82.0,,,,13.793,13.014
WISE J212321.92-261405.1,T5.5,85.5,,,,16.719,14.458
WISE J214706.78-102924.0,T7.5,87.5,,,,17.688,14.984
WISE J215949.48-480854.9,T9,89.0,,,,17.966,14.655
WISE J220905.73+271143.9,Y0,90.0,,,,18.52,14.739
WISE J221140.52-475826.5,T7.8,87.8,,,,17.348,14.673
WISE J222055.31-362817.4,Y0,90.0,,,,18.287,14.807
WISE J222219.93+302601.4,L9,79.0,15.598,16.552,15.176,14.834,14.367
WISE J223204.50-573010.5,T9,89.0,,,,17.678,15.14
WISE J223617.59+510551.9,T5,85.0,14.49,14.58,14.45,14.188,12.643
WISE J223720.39+722833.8,T6,86.0,15.937,15.764,,15.439,13.611
WISE J223729.52-061434.4,T5,85.0,,,,17.089,14.932
WISE J230133.32+021635.0,T6.5,86.5,,,,16.188,14.393
WISE J230228.68-713441.6,T4.7,84.7,,,,16.802,14.233
WISE J230356.79+191432.9,T4:,84.0,,,,16.305,14.75
WISE J231921.92+764544.4,L4 beta,74.0,14.39,15.35,13.65,12.915,12.474
WISE J232728.74-273056.6,L9,79.0,15.481,16.681,14.756,14.039,13.326
WISE J233226.49-432510.6,T9,89.0,,,,18.471,15.061
WISE J233527.07+451140.9,L7 pec FLD-G,77.0,,,,13.548,13.03
WISE J233543.79+422255.2,T7,87.0,,,,17.209,15.284
WISE J234026.61-074508.1,T7,87.0,16.212,16.54,,15.957,13.595
WISE J235402.77+024015.0,Y1,91.0,,,,18.053,15.018
WISE J235425.33-564928.6,T6,86.0,,,,16.926,14.944
WISE J235447.80-814044.9,T6.4,86.4,,,,17.239,15.027
WISE J235716.49+122741.8,T6,86.0,,,,15.891,14.096
WISEA J000131.93-084126.9,L1 pec (blue),71.0,,,,14.31,14.021
WISEA J000430.66-260402.3,T2 (blue),82.0,15.587,16.487,,15.166,14.148
WISEA J000622.67-131955.2,L5 pec,75.0,,,,14.212,13.803
WISEA J000627.85+185728.8,L7,77.0,15.686,17.138,14.836,14.099,13.812
WISEA J001449.96+795116.1,T8,88.0,,,,19.318,15.973
WISEA J002810.59+521853.1,T7.5,87.5,,,,17.988,15.625
WISEA J002909.90+190516.6,T7,87.0,,,,17.61,15.369
WISEA J003338.45+282732.4,L3 (blue),73.0,14.989,15.893,14.804,13.891,13.573
WISEA J004206.84-584023.9,T6.6,86.6,,,,18.362,15.593
WISEA J004403.39+022810.6,L7 (sl. red),77.0,15.822,16.997,14.876,13.976,13.46
WISEA J004713.81-371033.7,L4:,74.0,15.343,16.233,14.985,14.304,14.06
WISEA J004713.81-371033.7,L9 pec (blue),79.0,15.343,16.233,14.985,14.304,14.06
WISEA J010116.12-520629.8,T8.5,88.5,,,,18.73,15.83
WISEA J010202.11+035541.4,L9,79.0,15.659,16.74,15.081,14.228,13.668
WISEA J011154.36-505343.2,T1.5,81.5,,,,13.996,13.281
WISEA J012057.0-764216.4,T8,88.0,,,,18.482,15.851
WISEA J012834.87-280302.5,T6,86.0,,,,17.697,15.586
WISEA J013217.78-581825.9,T9,89.0,,,,19.078,15.743
WISEA J013810.78-412220.2,T6,86.0,,,,18.467,16.288
WISEA J015507.35-421635.7,T9,89.0,,,,19.818,16.252
WISEA J020110.68-523916.9,L8.5,78.5,,,,14.102,13.647
WISEA J025756.40-265528.8,T9.5,89.5,,,,19.389,16.087
WISEA J030119.39-231921.1,T1 (sl. blue),81.0,15.8,16.635,15.579,14.83,14.094
WISEA J030237.52-581740.3,Y0,90.0,,,,18.99,15.897
WISEA J030534.09-582635.5,T8,88.0,,,,18.105,15.541
WISEA J030845.36+325923.1,L1 pec (blue),71.0,,,,14.431,14.147
WISEA J032301.86+562558.0,L7,77.0,,,,12.67,12.201
WISEA J032309.12-590751.0,T6.2::,86.2,,,,16.671,14.542
WISEA J032504.52-504403.0,T8,88.0,,,,18.736,15.674
WISEA J032600.28+421056.8,T8.5,88.5,,,,18.782,15.285
WISEA J033515.07+431044.7,T9,89.0,,,,18.361,14.416
WISEA J034227.44-462252.0,T7.5,87.5,,,,19.046,16.137
WISEA J040443.50-642030.0,T9,89.0,,,,18.063,15.627
WISEA J040702.42+190945.8,T6.5,86.5,,,,17.762,15.527
WISEA J042449.21-595905.6,T0,80.0,,,,14.525,13.984
WISEA J042949.41-783705.6,L3::,73.0,,,,14.236,13.99
WISEA J050615.56-514521.3,T8,88.0,,,,19.121,16.202
WISEA J053257.29+041842.5,L3,73.0,14.415,15.44,13.855,13.389,13.109
WISEA J053512.01-773829.7,T9.5,89.5,,,,19.808,15.905
WISEA J055007.94+161051.9,L2,72.0,13.49,14.441,12.836,12.331,12.06
WISEA J055047.86-195051.4,T6.5,86.5,,,,18.449,15.455
WISEA J060742.13+455037.0,L2.5,72.5,14.034,14.942,13.329,12.928,12.612
WISEA J064223.48+042343.1,T8,88.0,,,,18.607,15.196
WISEA J064750.85-154616.4,L9.5,79.5,14.292,15.314,13.739,12.995,12.536
WISEA J065113.90-835502.6,T8,88.0,,,,18.187,15.625
WISEA J065958.55+171710.9,L2,72.0,13.773,14.84,13.02,,12.365
WISEA J071552.38-114532.9,L4 pec (blue),74.0,13.487,14.301,12.805,12.343,12.112
WISEA J080622.22-082046.5,T8,88.0,,,,17.506,15.472
WISEA J082000.48-662211.9,L9.5,79.5,,,,14.013,13.39
WISEA J082507.37+280548.2,Y0.5,90.5,,,,18.302,14.655
WISEA J082640.45-164031.8,L9,79.0,14.604,15.785,14.11,13.388,13.054
WISEA J084254.56-061023.7,T4,84.0,15.68,16.04,,15.391,14.127
WISEA J084329.01+694709.8,T6,86.0,,,,18.301,16.141
WISEA J090258.99+670833.1,L7 (sl. red),77.0,15.089,16.979,14.247,13.192,12.722
WISEA J095729.41+462413.5,L5 pec (red),75.0,,,,13.697,13.431
WISEA J102313.22-315126.7,T8,88.0,,,,18.463,15.619
WISEA J103602.80+030615.6,L4 pec (blue),74.0,,,,14.408,14.084
WISEA J104051.77+450329.3,T7.5,87.5,,,,17.744,15.251
WISEA J112440.19+663052.0,T8,88.0,,,,18.094,15.4
WISEA J114156.67-332635.5,Y0,90.0,,,,17.009,14.632
WISEA J120604.25+840110.5,Y0,90.0,,,,18.091,15.173
WISEA J122036.38+540717.3,T9.5,89.5,,,,19.24,15.737
WISEA J122221.95-213948.6,L6,76.0,14.985,16.087,14.245,13.687,13.469
WISEA J122248.13-211638.6,L7,77.0,15.803,16.548,15.411,14.747,14.204
WISEA J125721.01+715349.3,Y1,91.0,,,,18.706,16.074
WISEA J130729.56-055815.4,L8 (sl. blue),78.0,15.428,16.915,14.817,14.021,13.621
WISEA J131211.10-761740.9,L5.5,75.5,,,,13.785,13.57
WISEA J133300.03-160754.4,T7.5,87.5,,,,17.441,14.912
WISEA J134310.44-121628.8,L6.5:: pec (blue),76.5,,,,14.542,14.253
WISEA J144033.28-080406.9,L2 (blue),72.0,15.392,15.867,14.837,14.337,13.998
WISEA J160516.79+002139.0,T8.5,88.5,,,,18.27,15.443
WISEA J163932.75+184049.4,T9.5,89.5,,,,18.731,15.481
WISEA J170726.69+545109.3,L1 (blue),71.0,15.249,15.856,14.902,14.345,14.056
WISEA J172907.10-753017.0,T7,87.0,,,,17.372,15.487
WISEA J174336.62+154901.3,L1 pec (blue),71.0,,,,13.014,12.817
WISEA J175328.55-590447.6,T9,89.0,,,,19.423,15.508
WISEA J181849.59-470146.9,T8.5,88.5,,,,17.368,14.955
WISEA J193430.11-421444.3,L9 pec (blue),79.0,,,,14.733,14.449
WISEA J195311.04-022954.7,L2 pec (blue),72.0,,,,13.957,13.606
WISEA J201833.67-141720.3,T9,89.0,,,,18.958,15.031
WISEA J203751.31-421645.2,L1 pec (blue),71.0,,,,13.969,13.713
WISEA J204928.59-443143.9,T7.3,87.3,,,,18.745,15.33
WISEA J205202.06-204313.0,L8 (sl. blue),78.0,15.459,16.813,14.803,14.071,13.728
WISEA J210529.08-623558.7,T1.5,81.5,,,,14.8,13.896
WISEA J211157.85-521111.2,T2.5,82.5,,,,15.336,14.367
WISEA J211456.86-180519.0,T8,88.0,,,,18.275,15.014
WISEA J211807.07-321713.5,L1.5,71.5,,,,13.814,13.598
WISEA J212354.78-365223.4,L1.5,71.5,,,,13.646,13.425
WISEA J212510.91-730758.8,T8,88.0,,,,18.279,15.598
WISEA J214155.85-511853.1,L6 pec (blue),76.0,,,,12.997,12.521
WISEA J220304.18+461923.4,T8,88.0,,,,17.67,14.678
WISEA J221216.27-693121.6,T9,89.0,,,,18.39,15.031
WISEA J221216.27-693121.6,T9.5,89.5,,,,18.39,15.031
WISEA J221841.38+143003.4,T7.5,87.5,,,,17.293,15.208
WISEA J221859.33+114644.4,T7.5,87.5,,,,17.822,15.034
WISEA J223343.53-133140.9,T2 (blue),82.0,15.846,16.451,15.494,15.394,14.325
WISEA J224319.56-145857.3,Y0,90.0,,,,18.435,15.399
WISEA J225404.16-265257.5,T9.5,89.5,,,,18.487,15.374
WISEA J230329.45+315022.7,T2 (blue),82.0,15.466,16.215,15.439,15.161,14.089
WISEA J230930.58+145633.1,T7,87.0,,,,18.209,15.597
WISEA J235422.31-081129.7,L5 (red),75.0,15.96,17.25,14.79,13.944,13.436
WISEAR J154025.77-113940.8,T7,87.0,,,,18.381,15.986
WISEAR J220746.67-503631.7,T7.5,87.5,,,,18.877,16.014
WISENF J193656.08+040801.2,Y0,90.0,,,,17.174,14.445
WISEP J004928.48+044100.1,L9,79.0,14.674,15.854,14.17,13.425,12.977
WISEP J031325.96+780744.2,T8.5,88.5,,,,15.982,13.224
WISEP J041022.71+150248.5,Y0,90.0,,,,18.018,14.104
WISEP J060738.65+242953.4,L8,78.0,13.038,14.218,12.469,11.591,11.017
WISEP J060738.65+242953.4,L9,79.0,13.038,14.218,12.469,11.591,11.017
WISEP J131106.24+012252.4,T9,89.0,,,,17.877,14.737
WISEP J180026.60+013453.1,L7.5,77.5,13.12,14.3,12.421,,
WISEP J180435.40+311706.1,T9.5,89.5,,,,18.083,14.652
WISEP J183058.57+454257.9,L9,79.0,,,,14.752,14.148
WISEP J190648.47+401106.8,L1,71.0,12.26,13.078,11.771,11.438,11.226
WISEP J205628.90+145953.3,Y0,90.0,,,,17.5,13.925
WISEP J222623.05+044003.9,T8,88.0,,,,17.387,14.608
WISEP J235941.07-733504.8,T5.5,85.5,15.912,16.16,16.05,15.226,13.375
WISEP J235941.07-733504.8,T6.5,86.5,15.912,16.16,16.05,15.226,13.375
WISEPA J012333.21+414203.9,T7,87.0,,,,16.755,14.917
WISEPA J022105.94+384202.9,T6.5,86.5,,,,16.64,14.795
WISEPA J022623.98-021142.8,T7,87.0,,,,17.569,14.578
WISEPA J030533.54+395434.4,T6,86.0,,,,16.71,14.652
WISEPA J045853.89+643452.9,T8.5,88.5,,,,16.236,13.006
WISEPA J051317.28+060814.7,T6.5,86.5,,,,15.781,13.941
WISEPA J052844.51-330823.9,T7 pec,87.0,,,,17.234,14.633
WISEPA J053957.02-103436.5,T5.5,85.5,,,,16.773,15.004
WISEPA J054231.26-162829.1,T6.5,86.5,,,,16.171,14.012
WISEPA J061208.69-492023.8,T3.5,83.5,,,,15.273,14.079
WISEPA J061213.93-303612.7,T6,86.0,,,,16.499,14.073
WISEPA J061407.49+391236.4,T6,86.0,,,,16.219,13.617
WISEPA J062542.21+564625.5,T6,86.0,,,,16.342,14.452
WISEPA J074457.15+562821.8,T8,88.0,,,,16.811,14.505
WISEPA J075003.84+272544.8,T8.5,88.5,,,,17.892,14.575
WISEPA J075108.79-763449.6,T9,89.0,,,,17.08,14.61
WISEPA J085716.25+560407.6,T8,88.0,,,,17.142,14.185
WISEPA J090649.36+473538.6,T8,88.0,,,,17.551,14.609
WISEPA J143602.19-181421.8,T8 pec,88.0,,,,16.72,14.74
WISEPA J161215.94-342027.1,T6.5,86.5,,,,16.306,13.905
WISEPA J161441.45+173936.7,T9,89.0,,,,17.663,14.301
WISEPA J161705.75+180714.3,T8,88.0,,,,17.192,14.148
WISEPA J171717.02+612859.3,T8,88.0,,,,17.879,15.151
WISEPA J174124.26+255319.5,T9,89.0,,,,15.407,12.378
WISEPA J181210.85+272144.3,T8.5,88.5,,,,17.168,14.221
WISEPA J181210.85+272144.3,T8.5:,88.5,,,,17.168,14.221
WISEPA J184124.74+700038.0,T5,85.0,,,,16.442,14.36
WISEPA J195246.66+724000.8,T4,84.0,,,,14.766,13.202
WISEPA J195905.66-333833.7,T8,88.0,,,,16.144,13.8
WISEPA J201824.96-742325.9,T7,87.0,,,,16.465,13.598
WISEPA J213456.73-713743.6,T9 pec,89.0,,,,17.58,13.955
WISEPA J231336.40-803700.3,T8,88.0,,,,16.308,13.657
WISEPA J234351.20-741847.0,T6,86.0,,,,15.604,13.741
WISEPC J032337.53-602554.9,T8.5,88.5,,,,17.552,14.502
WISEPC J033349.34-585618.7,T3,83.0,,,,14.037,13.313
WISEPC J075946.98-490454.0,T8,88.0,,,,16.713,13.824
WISEPC J083641.12-185947.2,T8 pec,88.0,,,,17.626,15.129
WISEPC J092906.77+040957.9,T6.5,86.5,,,,16.784,14.241
WISEPC J101808.05-244557.7,T8,88.0,,,,17.326,14.107
WISEPC J104245.23-384238.3,T8.5,88.5,,,,17.863,14.649
WISEPC J115013.88+630240.7,T8,88.0,,,,16.783,13.406
WISEPC J121756.91+162640.2,T9,89.0,,,,16.811,13.15
WISEPC J150649.97+702736.0,T6,86.0,,,,13.443,11.315
WISEPC J151906.64+700931.5,T8,88.0,,,,17.08,14.128
WISEPC J201546.27+664645.1,T8,88.0,,,,17.24,14.681
WISEPC J215751.38+265931.4,T7,87.0,,,,16.79,14.449
WISEPC J220922.10-273439.5,T7,87.0,,,,16.26,13.953
WISEPC J232519.54-410534.9,T9 pec,89.0,,,,17.388,14.212
WISEPC J234446.25+103415.8,T9,89.0,,,,17.929,14.954
WISEU J005559.88+594745.0,T7,87.0,,,,17.544,15.123
WISP 123242.42-003306.7,T7,87.0,,,,17.973,17.472
Wolf 940B,T8.5,88.5,,,,16.511,14.377
[LDC2013] J160918.68-222923.9,L1,71.0,,,,15.548,15.075
beta Cir B,L1,71.0,13.68,14.54,13.21,,
epsilon IndiB,T1,81.0,11.306,11.908,11.208,,
